Input =("
Objects Architecture Effects Resolution Time
260000 APU xx-TR-RE 1920x1080 65.41
4000 APU xx-TR-xx 1280x720 4.62
4000 GPU AA-xx-xx 1280x720 32.38
65000 GPU xx-TR-xx 1280x720 20.18
1000 GPU AA-xx-RE 1280x720 4.54
260000 CPU xx-xx-xx 1920x1080 55.41
4000 GPU xx-xx-xx 1280x720 1.78
4000 CPU xx-xx-RE 1440x900 7.72
4000 GPU AA-TR-xx 1440x900 17.55
1000 CPU xx-xx-xx 1920x1080 5.02
1000 CPU AA-xx-xx 1280x720 15.20
1000 CPU xx-xx-xx 1440x900 3.99
260000 CPU AA-TR-RE 1920x1080 634.05
1000 CPU AA-TR-RE 1920x1080 28.98
4000 CPU AA-xx-xx 1440x900 32.58
1000 CPU xx-TR-xx 1920x1080 5.57
65000 GPU xx-TR-xx 1920x1080 28.05
1000 CPU xx-xx-xx 1280x720 3.09
4000 CPU AA-xx-RE 1440x900 38.40
260000 GPU xx-xx-RE 1920x1080 103.84
1000 GPU xx-TR-xx 1920x1080 1.62
65000 GPU AA-xx-xx 1280x720 49.29
16000 CPU xx-xx-xx 1440x900 10.12
260000 CPU AA-TR-xx 1280x720 253.77
1000 CPU AA-TR-xx 1440x900 22.64
1000 CPU xx-TR-RE 1280x720 3.94
4000 CPU xx-xx-xx 1280x720 4.93
16000 CPU AA-TR-xx 1280x720 65.62
260000 CPU AA-xx-xx 1440x900 226.79
4000 CPU xx-TR-xx 1440x900 8.95
16000 GPU xx-TR-xx 1280x720 8.75
4000 GPU xx-TR-xx 1280x720 3.13
65000 GPU AA-TR-RE 1920x1080 457.43
16000 CPU AA-xx-RE 1280x720 52.11
260000 CPU AA-TR-xx 1280x720 253.98
260000 GPU AA-xx-xx 1920x1080 258.96
4000 CPU xx-xx-xx 1920x1080 8.26
260000 CPU AA-xx-RE 1280x720 239.25
260000 GPU AA-xx-xx 1440x900 230.44
260000 CPU xx-TR-xx 1920x1080 77.41
65000 CPU AA-xx-RE 1280x720 94.03
16000 GPU xx-xx-xx 1280x720 3.63
260000 CPU AA-TR-RE 1920x1080 633.64
4000 GPU xx-xx-RE 1920x1080 4.38
1000 GPU AA-TR-RE 1440x900 7.66
16000 CPU AA-xx-RE 1440x900 71.10
65000 GPU AA-TR-xx 1440x900 120.93
1000 GPU xx-TR-RE 1280x720 1.54
4000 CPU xx-TR-RE 1280x720 8.20
1000 CPU AA-TR-xx 1280x720 18.11
16000 CPU AA-xx-xx 1280x720 37.42
1000 CPU AA-xx-xx 1440x900 19.51
4000 CPU AA-xx-xx 1280x720 24.39
1000 GPU xx-xx-RE 1920x1080 1.59
65000 CPU AA-TR-RE 1440x900 234.59
16000 GPU AA-xx-RE 1920x1080 64.79
65000 GPU AA-xx-xx 1440x900 59.74
260000 CPU AA-TR-xx 1440x900 315.00
260000 CPU xx-TR-RE 1280x720 81.57
4000 GPU xx-TR-xx 1440x900 3.80
65000 CPU xx-xx-RE 1280x720 19.10
1000 CPU AA-xx-xx 1440x900 19.48
65000 CPU xx-TR-xx 1280x720 21.47
1000 CPU xx-TR-xx 1280x720 3.68
4000 CPU AA-TR-RE 1440x900 53.21
260000 CPU AA-TR-xx 1280x720 253.62
260000 GPU xx-xx-xx 1280x720 40.09
16000 CPU xx-xx-xx 1920x1080 13.16
16000 CPU xx-xx-RE 1920x1080 18.24
1000 CPU xx-xx-xx 1920x1080 4.90
260000 CPU AA-TR-xx 1920x1080 381.93
4000 GPU xx-TR-xx 1440x900 3.81
260000 GPU xx-TR-xx 1920x1080 85.56
260000 CPU AA-xx-xx 1440x900 226.57
260000 CPU xx-TR-xx 1920x1080 77.49
16000 GPU AA-xx-xx 1920x1080 24.46
16000 GPU AA-TR-xx 1920x1080 56.42
260000 GPU AA-TR-xx 1280x720 322.41
1000 CPU xx-TR-xx 1280x720 3.66
65000 GPU AA-TR-RE 1440x900 376.89
260000 GPU AA-TR-xx 1280x720 321.98
1000 CPU xx-TR-RE 1920x1080 5.90
260000 CPU xx-TR-RE 1440x900 103.99
16000 GPU xx-TR-RE 1280x720 22.42
1000 CPU xx-xx-RE 1920x1080 5.23
4000 GPU AA-TR-xx 1440x900 17.53
16000 CPU xx-TR-xx 1920x1080 21.02
65000 CPU xx-TR-xx 1280x720 21.49
4000 CPU AA-xx-RE 1280x720 28.64
65000 GPU xx-TR-RE 1440x900 76.50
65000 CPU xx-TR-xx 1280x720 21.40
260000 CPU xx-xx-xx 1280x720 37.56
1000 GPU AA-TR-xx 1920x1080 6.62
1000 GPU AA-xx-xx 1920x1080 4.60
260000 CPU AA-TR-RE 1920x1080 633.73
65000 GPU AA-TR-xx 1920x1080 137.87
1000 CPU xx-TR-RE 1280x720 3.96
16000 GPU xx-xx-xx 1280x720 3.60
1000 GPU AA-xx-xx 1440x900 4.13
4000 GPU xx-xx-xx 1440x900 2.16
65000 CPU AA-TR-xx 1920x1080 172.41
260000 CPU xx-xx-RE 1280x720 49.03
260000 CPU AA-xx-RE 1920x1080 366.33
65000 GPU xx-xx-RE 1440x900 27.95
65000 CPU AA-xx-RE 1440x900 126.93
65000 GPU xx-xx-xx 1440x900 12.48
1000 CPU AA-TR-RE 1280x720 19.52
16000 GPU AA-xx-xx 1440x900 20.56
65000 GPU xx-TR-xx 1440x900 24.53
1000 CPU xx-TR-xx 1920x1080 5.58
1000 CPU AA-xx-RE 1280x720 16.34
16000 CPU AA-TR-RE 1280x720 99.31
1000 CPU AA-xx-xx 1280x720 15.21
260000 CPU xx-TR-xx 1280x720 51.92
4000 CPU AA-TR-RE 1920x1080 64.08
65000 CPU xx-xx-xx 1920x1080 23.19
65000 CPU xx-TR-xx 1440x900 27.80
260000 CPU xx-xx-RE 1440x900 61.74
1000 CPU AA-xx-RE 1440x900 20.79
1000 GPU xx-xx-RE 1280x720 1.23
16000 GPU xx-TR-xx 1440x900 10.23
1000 CPU AA-xx-RE 1920x1080 25.43
260000 GPU AA-xx-xx 1920x1080 258.93
1000 GPU xx-xx-xx 1920x1080 1.21
1000 GPU AA-TR-RE 1440x900 7.70
16000 CPU AA-TR-xx 1440x900 84.62
4000 GPU AA-TR-RE 1920x1080 35.60
260000 CPU AA-xx-xx 1440x900 226.76
1000 CPU AA-TR-xx 1440x900 22.63
4000 CPU AA-xx-RE 1280x720 28.60
1000 GPU xx-xx-RE 1440x900 1.41
16000 CPU xx-TR-RE 1440x900 26.17
1000 CPU AA-xx-xx 1440x900 19.51
16000 CPU xx-xx-RE 1440x900 14.35
260000 CPU AA-TR-RE 1280x720 402.02
260000 CPU xx-TR-xx 1920x1080 77.53
1000 GPU xx-TR-RE 1440x900 1.90
1000 CPU xx-TR-xx 1440x900 4.63
1000 CPU AA-xx-xx 1440x900 19.52
65000 CPU xx-TR-xx 1440x900 27.81
1000 CPU AA-TR-RE 1440x900 24.12
16000 GPU AA-TR-RE 1280x720 109.99
16000 GPU xx-TR-RE 1280x720 22.35
65000 GPU AA-TR-RE 1920x1080 456.78
65000 CPU AA-TR-xx 1280x720 105.52
260000 CPU AA-xx-RE 1280x720 239.26
4000 CPU xx-xx-RE 1280x720 5.80
65000 CPU AA-TR-xx 1440x900 137.20
16000 GPU AA-xx-xx 1280x720 16.29
65000 GPU xx-xx-RE 1440x900 27.95
65000 CPU AA-xx-RE 1440x900 126.99
4000 CPU AA-TR-xx 1920x1080 53.79
4000 GPU AA-TR-RE 1920x1080 35.49
1000 GPU AA-xx-xx 1280x720 3.43
1000 CPU xx-xx-RE 1440x900 4.26
65000 CPU xx-xx-RE 1920x1080 32.71
16000 GPU xx-xx-xx 1920x1080 5.35
1000 GPU AA-TR-RE 1440x900 7.70
260000 CPU xx-xx-RE 1920x1080 74.39
65000 CPU xx-xx-xx 1920x1080 23.12
65000 GPU xx-xx-RE 1280x720 21.33
65000 CPU xx-TR-RE 1280x720 34.93
260000 GPU AA-TR-RE 1440x900 1052.99
16000 GPU xx-TR-RE 1280x720 22.32
16000 GPU AA-TR-xx 1440x900 50.22
4000 CPU AA-TR-RE 1280x720 40.57
16000 GPU xx-TR-RE 1440x900 28.71
260000 GPU xx-TR-RE 1280x720 170.04
260000 GPU AA-TR-RE 1440x900 1052.28
260000 GPU AA-xx-RE 1920x1080 509.86
4000 GPU AA-TR-xx 1280x720 14.65
260000 CPU AA-xx-RE 1440x900 302.49
4000 GPU xx-xx-xx 1280x720 1.82
65000 GPU AA-TR-xx 1920x1080 137.96
65000 CPU AA-xx-xx 1920x1080 113.93
1000 GPU AA-TR-xx 1280x720 5.26
65000 CPU AA-TR-xx 1920x1080 172.59
260000 CPU AA-xx-xx 1440x900 226.88
16000 CPU AA-TR-RE 1280x720 99.36
65000 CPU xx-TR-RE 1440x900 47.32
260000 GPU AA-TR-RE 1920x1080 1265.52
65000 GPU AA-TR-xx 1280x720 98.90
1000 CPU AA-TR-xx 1280x720 18.06
16000 GPU AA-TR-xx 1440x900 50.30
65000 GPU xx-xx-xx 1280x720 10.29
1000 CPU xx-xx-RE 1440x900 4.20
4000 GPU xx-xx-RE 1920x1080 4.41
4000 GPU xx-xx-xx 1920x1080 2.52
16000 GPU AA-xx-xx 1280x720 16.27
16000 CPU AA-xx-RE 1920x1080 90.12
4000 CPU AA-TR-xx 1920x1080 53.78
4000 GPU AA-xx-RE 1280x720 13.54
4000 CPU xx-TR-RE 1920x1080 12.97
65000 GPU AA-xx-RE 1920x1080 168.04
4000 CPU xx-xx-xx 1440x900 6.61
1000 CPU AA-TR-RE 1440x900 24.08
1000 CPU xx-TR-xx 1280x720 3.70
16000 GPU xx-xx-RE 1920x1080 13.46
65000 GPU xx-TR-RE 1280x720 57.68
65000 CPU AA-xx-xx 1440x900 89.89
16000 GPU AA-TR-RE 1920x1080 159.39
1000 GPU xx-TR-RE 1280x720 1.58
260000 CPU AA-TR-xx 1440x900 314.70
260000 GPU AA-TR-RE 1280x720 838.04
65000 CPU AA-xx-xx 1440x900 89.85
65000 CPU AA-xx-RE 1280x720 94.06
1000 GPU AA-xx-RE 1440x900 5.53
65000 CPU AA-xx-xx 1280x720 69.56
16000 GPU xx-xx-RE 1280x720 8.54
4000 GPU xx-xx-RE 1280x720 2.88
260000 GPU AA-TR-RE 1440x900 1052.57
65000 GPU xx-TR-xx 1280x720 20.18
4000 GPU AA-TR-RE 1280x720 26.42
1000 GPU AA-xx-xx 1920x1080 4.60
1000 GPU AA-xx-xx 1280x720 3.42
16000 GPU AA-xx-RE 1280x720 41.02
260000 CPU AA-xx-xx 1920x1080 272.69
4000 GPU AA-xx-RE 1440x900 17.53
260000 CPU xx-TR-RE 1920x1080 127.90
65000 CPU AA-xx-RE 1920x1080 161.64
1000 CPU AA-TR-xx 1440x900 22.63
65000 GPU AA-xx-xx 1920x1080 68.75
260000 CPU AA-TR-RE 1440x900 515.12
260000 GPU AA-TR-xx 1280x720 322.71
260000 CPU xx-TR-xx 1440x900 63.92
16000 CPU xx-TR-xx 1920x1080 20.97
4000 CPU AA-TR-xx 1920x1080 53.83
16000 GPU xx-xx-xx 1440x900 4.50
65000 CPU AA-TR-RE 1280x720 173.41
260000 CPU AA-xx-xx 1280x720 182.07
65000 GPU xx-TR-xx 1440x900 24.65
4000 GPU AA-TR-xx 1280x720 14.67
65000 CPU xx-xx-RE 1440x900 25.69
4000 CPU AA-TR-xx 1440x900 44.28
260000 CPU xx-xx-RE 1920x1080 74.45
1000 CPU AA-TR-xx 1440x900 22.65
1000 GPU xx-TR-xx 1920x1080 1.71
1000 GPU xx-TR-xx 1440x900 1.41
65000 CPU xx-xx-xx 1280x720 14.23
4000 CPU xx-TR-RE 1440x900 10.76
260000 GPU AA-xx-RE 1280x720 352.05
1000 GPU AA-TR-RE 1280x720 6.68
260000 CPU xx-xx-RE 1440x900 61.46
1000 GPU xx-xx-xx 1440x900 1.22
16000 GPU AA-xx-xx 1280x720 16.32
1000 GPU AA-TR-RE 1440x900 7.67
65000 CPU AA-xx-RE 1440x900 126.94
16000 CPU AA-TR-RE 1920x1080 156.03
4000 GPU xx-xx-RE 1280x720 3.02
65000 GPU AA-xx-RE 1440x900 137.04
260000 GPU AA-TR-xx 1920x1080 421.07
1000 GPU AA-TR-RE 1280x720 6.66
4000 GPU AA-xx-xx 1440x900 9.43
65000 CPU AA-xx-xx 1440x900 89.79
65000 CPU AA-xx-xx 1920x1080 113.97
16000 CPU AA-xx-RE 1440x900 70.98
65000 CPU AA-TR-xx 1440x900 137.32
1000 GPU xx-xx-RE 1440x900 1.44
65000 GPU xx-xx-xx 1920x1080 14.19
1000 GPU AA-xx-RE 1920x1080 5.94
65000 GPU xx-xx-xx 1280x720 10.31
260000 GPU xx-xx-xx 1440x900 47.34
260000 GPU xx-TR-xx 1440x900 75.46
16000 CPU xx-xx-RE 1920x1080 18.09
4000 CPU AA-TR-RE 1280x720 40.69
4000 GPU xx-TR-RE 1920x1080 7.54
260000 GPU xx-xx-RE 1920x1080 103.57
1000 GPU AA-xx-RE 1280x720 4.54
1000 CPU AA-xx-xx 1920x1080 23.87
4000 GPU AA-TR-xx 1920x1080 19.60
260000 CPU AA-TR-RE 1280x720 402.24
4000 GPU AA-xx-xx 1920x1080 11.06
16000 CPU xx-xx-xx 1440x900 10.14
4000 GPU AA-TR-RE 1920x1080 35.62
1000 GPU AA-xx-xx 1440x900 4.09
1000 CPU AA-xx-RE 1440x900 20.81
65000 GPU xx-TR-RE 1280x720 57.81
1000 CPU xx-TR-RE 1440x900 4.92
260000 CPU xx-xx-xx 1280x720 37.46
260000 CPU AA-xx-xx 1280x720 182.01
4000 CPU xx-TR-xx 1440x900 8.94
16000 CPU xx-TR-xx 1280x720 13.26
65000 CPU AA-TR-RE 1920x1080 295.12
65000 CPU xx-TR-xx 1280x720 21.48
1000 CPU AA-TR-RE 1920x1080 28.98
1000 GPU AA-TR-RE 1280x720 6.79
4000 GPU AA-xx-RE 1920x1080 19.82
260000 GPU xx-xx-xx 1280x720 40.03
16000 CPU AA-TR-xx 1280x720 65.51
1000 CPU xx-xx-RE 1280x720 3.32
4000 CPU xx-TR-xx 1280x720 6.85
260000 CPU xx-TR-RE 1920x1080 127.99
260000 CPU xx-TR-RE 1920x1080 128.00
65000 CPU xx-xx-RE 1920x1080 32.72
65000 CPU AA-TR-xx 1440x900 137.22
65000 CPU AA-TR-RE 1280x720 173.41
4000 GPU AA-xx-xx 1280x720 7.51
4000 CPU AA-TR-xx 1280x720 33.80
4000 GPU xx-TR-xx 1920x1080 4.33
260000 GPU AA-TR-xx 1920x1080 421.73
65000 CPU xx-xx-RE 1280x720 18.99
260000 GPU xx-xx-RE 1280x720 71.83
4000 GPU xx-xx-RE 1440x900 3.76
260000 CPU AA-xx-xx 1920x1080 272.66
1000 GPU AA-xx-xx 1280x720 3.51
4000 GPU xx-xx-RE 1440x900 3.73
65000 CPU xx-TR-RE 1280x720 34.93
65000 CPU xx-xx-xx 1920x1080 23.15
16000 CPU AA-TR-xx 1920x1080 104.09
260000 GPU AA-xx-RE 1440x900 438.90
4000 CPU xx-TR-RE 1920x1080 12.85
1000 GPU xx-TR-RE 1920x1080 2.09
1000 CPU xx-xx-RE 1440x900 4.20
65000 GPU AA-xx-xx 1280x720 49.34
1000 GPU xx-xx-xx 1280x720 0.88
65000 CPU xx-xx-xx 1280x720 14.11
65000 GPU xx-TR-xx 1280x720 20.29
16000 GPU AA-xx-RE 1920x1080 64.80
260000 GPU xx-xx-xx 1920x1080 53.08
16000 CPU AA-xx-RE 1440x900 70.91
4000 CPU xx-xx-RE 1440x900 7.79
1000 GPU xx-TR-RE 1440x900 1.88
4000 CPU AA-xx-xx 1440x900 32.62
260000 CPU AA-TR-RE 1920x1080 634.35
16000 GPU xx-TR-RE 1920x1080 32.35
65000 CPU xx-xx-xx 1440x900 18.32
4000 CPU xx-TR-xx 1440x900 8.92
4000 CPU xx-xx-xx 1440x900 6.63
16000 GPU xx-TR-xx 1920x1080 11.73
1000 GPU xx-xx-RE 1920x1080 1.49
4000 CPU AA-xx-xx 1280x720 24.35
4000 GPU xx-xx-xx 1440x900 2.25
65000 CPU xx-TR-xx 1920x1080 34.87
4000 GPU xx-xx-xx 1440x900 2.26
65000 CPU xx-TR-RE 1440x900 47.26
16000 CPU AA-TR-RE 1920x1080 156.25
65000 CPU AA-xx-RE 1280x720 94.05
65000 CPU AA-TR-RE 1440x900 234.49
4000 GPU AA-TR-RE 1280x720 26.48
4000 CPU xx-TR-xx 1280x720 6.83
260000 GPU xx-TR-RE 1440x900 213.42
4000 GPU AA-xx-RE 1920x1080 19.87
65000 CPU AA-TR-xx 1440x900 137.04
1000 CPU AA-xx-xx 1280x720 15.25
260000 GPU xx-xx-RE 1440x900 89.25
4000 GPU AA-TR-RE 1440x900 31.97
65000 CPU xx-TR-RE 1280x720 34.79
4000 CPU AA-TR-RE 1920x1080 64.07
1000 GPU xx-TR-RE 1440x900 1.90
65000 CPU AA-xx-xx 1280x720 69.48
1000 GPU AA-xx-xx 1440x900 4.22
260000 GPU AA-xx-xx 1280x720 193.25
65000 GPU xx-xx-xx 1440x900 12.37
1000 GPU xx-xx-xx 1920x1080 1.25
1000 CPU xx-xx-RE 1920x1080 5.15
1000 CPU AA-TR-RE 1440x900 24.04
4000 CPU AA-TR-RE 1920x1080 64.08
4000 CPU xx-xx-xx 1920x1080 8.28
16000 GPU xx-TR-RE 1440x900 28.75
4000 CPU AA-xx-RE 1920x1080 47.65
65000 GPU AA-TR-RE 1440x900 376.84
4000 CPU AA-TR-xx 1280x720 33.65
65000 GPU AA-TR-xx 1280x720 98.97
260000 GPU xx-TR-xx 1280x720 65.75
16000 CPU AA-xx-xx 1440x900 49.95
1000 GPU xx-TR-RE 1440x900 1.89
65000 GPU AA-TR-RE 1280x720 284.57
4000 GPU xx-TR-RE 1920x1080 7.39
260000 GPU xx-xx-RE 1440x900 89.21
65000 CPU xx-xx-xx 1280x720 14.13
16000 CPU xx-xx-xx 1440x900 10.08
260000 GPU xx-xx-RE 1920x1080 103.67
65000 GPU AA-TR-RE 1440x900 376.41
260000 GPU AA-TR-RE 1280x720 837.53
4000 CPU xx-xx-RE 1280x720 5.75
1000 GPU xx-TR-xx 1280x720 1.39
4000 GPU AA-TR-RE 1920x1080 35.48
65000 GPU AA-xx-RE 1280x720 103.38
260000 GPU xx-xx-xx 1280x720 39.93
4000 CPU xx-TR-xx 1920x1080 10.83
16000 CPU AA-xx-xx 1920x1080 64.82
260000 CPU xx-xx-xx 1920x1080 55.79
16000 GPU xx-xx-RE 1440x900 11.34
65000 GPU AA-TR-RE 1920x1080 457.23
1000 GPU xx-xx-RE 1920x1080 1.52
1000 CPU xx-TR-xx 1920x1080 5.53
65000 GPU AA-xx-xx 1920x1080 68.73
65000 GPU xx-xx-xx 1280x720 10.24
16000 GPU xx-TR-RE 1920x1080 32.26
16000 CPU AA-TR-xx 1280x720 65.43
4000 GPU AA-xx-RE 1920x1080 19.99
260000 GPU AA-TR-xx 1920x1080 421.45
260000 GPU xx-TR-RE 1280x720 170.02
1000 CPU xx-TR-RE 1920x1080 5.88
16000 GPU AA-xx-RE 1440x900 54.68
16000 CPU xx-xx-xx 1920x1080 13.07
65000 GPU AA-TR-RE 1280x720 285.19
4000 GPU AA-TR-xx 1440x900 17.40
1000 GPU xx-xx-RE 1280x720 1.12
16000 GPU AA-TR-RE 1920x1080 159.32
65000 CPU xx-xx-xx 1440x900 18.20
16000 GPU AA-xx-xx 1440x900 20.57
4000 CPU AA-xx-xx 1280x720 24.29
4000 CPU xx-xx-RE 1920x1080 9.65
16000 CPU xx-TR-RE 1920x1080 31.40
260000 CPU xx-TR-RE 1280x720 81.55
4000 GPU xx-TR-RE 1440x900 6.76
1000 CPU xx-TR-RE 1440x900 4.90
16000 CPU AA-xx-xx 1280x720 37.44
4000 GPU xx-xx-xx 1920x1080 2.58
65000 GPU AA-TR-RE 1920x1080 456.91
16000 GPU AA-TR-RE 1440x900 141.03
4000 GPU AA-xx-xx 1440x900 9.45
16000 GPU AA-TR-xx 1280x720 42.09
16000 GPU AA-TR-RE 1920x1080 159.12
4000 GPU xx-xx-xx 1920x1080 2.48
4000 CPU xx-xx-xx 1280x720 4.94
16000 CPU xx-xx-RE 1920x1080 18.12
1000 CPU xx-xx-xx 1920x1080 4.88
65000 CPU xx-xx-RE 1920x1080 32.63
260000 GPU xx-xx-xx 1920x1080 53.31
65000 CPU xx-TR-xx 1920x1080 34.82
65000 GPU xx-xx-xx 1280x720 10.40
1000 CPU AA-TR-RE 1280x720 19.48
1000 GPU AA-xx-xx 1440x900 4.20
260000 GPU AA-xx-xx 1440x900 230.42
260000 GPU xx-xx-xx 1440x900 47.32
4000 CPU xx-TR-xx 1920x1080 10.80
1000 GPU xx-xx-RE 1280x720 1.22
65000 GPU AA-TR-RE 1280x720 284.80
16000 CPU xx-TR-xx 1440x900 16.98
65000 CPU AA-TR-RE 1440x900 234.72
65000 CPU xx-xx-RE 1280x720 19.15
4000 CPU AA-TR-RE 1440x900 53.25
260000 GPU AA-TR-xx 1440x900 371.44
16000 GPU AA-TR-RE 1280x720 109.86
260000 GPU AA-TR-RE 1920x1080 1266.53
4000 CPU xx-xx-RE 1440x900 7.75
4000 GPU xx-xx-RE 1440x900 3.88
260000 GPU xx-xx-RE 1440x900 89.21
65000 GPU xx-xx-RE 1280x720 21.19
16000 GPU AA-xx-RE 1280x720 41.03
1000 GPU xx-TR-xx 1440x900 1.45
4000 CPU xx-TR-xx 1920x1080 10.85
1000 CPU xx-xx-RE 1280x720 3.35
4000 CPU AA-TR-xx 1920x1080 53.75
260000 GPU xx-TR-RE 1280x720 170.34
1000 GPU AA-TR-xx 1280x720 5.13
4000 GPU AA-xx-RE 1440x900 17.47
16000 CPU AA-xx-RE 1920x1080 90.06
1000 CPU xx-TR-RE 1920x1080 5.91
260000 CPU AA-xx-RE 1280x720 239.31
1000 GPU xx-xx-xx 1920x1080 1.34
16000 GPU AA-xx-xx 1440x900 20.42
65000 GPU xx-xx-xx 1920x1080 14.24
1000 GPU AA-TR-xx 1920x1080 6.48
1000 GPU xx-xx-RE 1280x720 1.12
260000 CPU AA-TR-RE 1440x900 515.04
4000 GPU xx-xx-RE 1920x1080 4.38
260000 CPU xx-xx-RE 1280x720 49.01
4000 CPU xx-xx-RE 1920x1080 9.65
65000 GPU xx-TR-xx 1440x900 24.62
1000 GPU xx-xx-xx 1440x900 1.05
260000 GPU xx-xx-RE 1280x720 71.84
65000 GPU xx-TR-xx 1920x1080 28.06
1000 GPU AA-xx-RE 1440x900 5.48
260000 CPU AA-TR-xx 1280x720 253.70
260000 GPU AA-xx-xx 1280x720 194.05
1000 CPU xx-TR-xx 1440x900 4.56
1000 GPU xx-TR-RE 1920x1080 2.02
16000 GPU xx-xx-RE 1920x1080 13.30
16000 GPU AA-xx-RE 1920x1080 64.80
4000 CPU xx-TR-xx 1440x900 8.88
4000 CPU xx-TR-RE 1280x720 8.15
4000 GPU xx-TR-RE 1440x900 6.73
4000 GPU AA-xx-xx 1280x720 7.38
260000 GPU AA-xx-RE 1280x720 351.78
1000 CPU xx-xx-xx 1280x720 3.11
16000 GPU AA-TR-RE 1440x900 141.21
65000 GPU xx-TR-RE 1280x720 57.79
65000 CPU xx-TR-RE 1280x720 34.79
16000 GPU xx-xx-RE 1440x900 11.31
65000 CPU xx-TR-xx 1440x900 27.71
65000 GPU AA-TR-xx 1280x720 99.12
4000 GPU AA-xx-RE 1920x1080 19.86
1000 CPU xx-xx-xx 1280x720 3.08
4000 GPU xx-TR-RE 1280x720 5.57
1000 GPU AA-xx-xx 1920x1080 4.59
16000 CPU xx-xx-RE 1280x720 10.48
4000 CPU xx-TR-RE 1280x720 8.20
1000 GPU AA-TR-xx 1920x1080 6.49
16000 GPU xx-xx-RE 1280x720 8.42
16000 CPU xx-xx-RE 1920x1080 18.13
1000 CPU xx-TR-RE 1280x720 3.98
16000 CPU AA-TR-RE 1920x1080 156.09
65000 CPU xx-xx-RE 1440x900 25.74
16000 CPU AA-xx-xx 1440x900 50.18
4000 GPU AA-TR-xx 1920x1080 19.61
260000 GPU xx-xx-RE 1920x1080 103.65
1000 CPU AA-TR-xx 1920x1080 27.17
260000 GPU xx-TR-RE 1440x900 213.45
65000 CPU xx-xx-xx 1920x1080 23.01
16000 GPU AA-xx-RE 1280x720 41.22
16000 GPU AA-TR-xx 1920x1080 56.45
260000 CPU AA-xx-RE 1920x1080 365.95
4000 GPU xx-TR-xx 1440x900 3.83
1000 GPU xx-xx-RE 1440x900 1.33
16000 CPU AA-xx-RE 1280x720 52.17
1000 GPU AA-TR-RE 1280x720 6.81
260000 GPU AA-xx-xx 1920x1080 258.81
4000 GPU AA-xx-xx 1280x720 7.39
65000 GPU xx-xx-xx 1920x1080 14.25
65000 CPU AA-TR-RE 1920x1080 294.95
260000 GPU xx-TR-xx 1280x720 65.88
65000 GPU xx-TR-xx 1440x900 24.58
16000 GPU AA-xx-RE 1440x900 54.56
4000 CPU AA-TR-xx 1280x720 33.69
1000 GPU AA-xx-xx 1440x900 4.22
4000 GPU xx-xx-xx 1280x720 1.69
4000 CPU AA-TR-RE 1280x720 40.66
65000 GPU AA-TR-RE 1440x900 377.32
16000 GPU AA-xx-xx 1280x720 16.25
1000 CPU AA-TR-xx 1280x720 18.03
65000 GPU xx-xx-xx 1920x1080 14.36
260000 CPU AA-TR-xx 1440x900 314.93
4000 CPU xx-TR-RE 1440x900 10.73
16000 CPU AA-xx-xx 1440x900 50.18
260000 CPU AA-xx-xx 1920x1080 272.92
260000 GPU AA-TR-xx 1280x720 322.11
16000 GPU AA-TR-RE 1440x900 141.09
65000 GPU xx-TR-xx 1280x720 20.17
65000 GPU xx-TR-xx 1440x900 24.58
16000 CPU xx-TR-RE 1280x720 19.87
1000 GPU AA-TR-xx 1440x900 6.08
4000 CPU xx-xx-xx 1440x900 6.55
4000 CPU AA-xx-RE 1920x1080 47.61
16000 GPU AA-xx-RE 1920x1080 64.95
1000 CPU AA-xx-RE 1920x1080 25.34
4000 GPU xx-xx-xx 1440x900 2.24
1000 CPU AA-xx-RE 1440x900 20.78
1000 CPU xx-TR-RE 1920x1080 5.88
4000 GPU xx-TR-RE 1440x900 6.63
260000 GPU AA-TR-RE 1920x1080 1265.41
260000 CPU xx-xx-xx 1440x900 46.25
260000 GPU AA-xx-RE 1440x900 437.93
260000 GPU AA-TR-RE 1920x1080 1266.36
260000 GPU xx-xx-xx 1440x900 47.36
4000 GPU AA-TR-RE 1280x720 26.39
65000 GPU AA-TR-xx 1440x900 120.73
4000 CPU xx-TR-RE 1920x1080 12.86
16000 GPU AA-TR-xx 1280x720 42.29
1000 GPU AA-TR-RE 1440x900 7.67
4000 GPU AA-TR-RE 1440x900 31.95
260000 GPU xx-TR-RE 1440x900 213.13
16000 CPU xx-TR-xx 1920x1080 20.86
4000 GPU xx-xx-RE 1280x720 3.05
4000 CPU AA-TR-xx 1440x900 44.28
1000 GPU xx-TR-xx 1280x720 1.34
260000 CPU xx-TR-RE 1440x900 104.13
65000 GPU xx-TR-RE 1920x1080 92.71
260000 CPU xx-xx-RE 1280x720 48.90
16000 GPU xx-xx-xx 1920x1080 5.36
260000 GPU xx-xx-RE 1280x720 71.85
1000 CPU AA-TR-RE 1280x720 19.42
4000 CPU AA-xx-RE 1440x900 38.41
260000 CPU xx-TR-RE 1440x900 104.13
16000 CPU AA-TR-xx 1920x1080 104.13
1000 CPU AA-TR-xx 1440x900 22.62
260000 CPU AA-TR-RE 1920x1080 634.12
65000 GPU AA-TR-xx 1920x1080 137.82
16000 CPU xx-xx-xx 1440x900 10.09
65000 GPU AA-xx-RE 1440x900 137.38
65000 CPU AA-xx-RE 1920x1080 161.34
260000 GPU AA-xx-RE 1920x1080 509.94
